"transactionid","customerid","date","productid","price","qty","totalamount","storeid","age","gender","income","maritalstatus","productname","price-2","storename","latitude","longitude"
"TR53649                                           ","237                                               ","2022-09-18","P8                                                ","16000","3","48000","7                                                 ","35","Male                ","8.14","Married                                           ","Oat                                               ","16000","Buana Indah                                       ","3.316694","114.590111"
"TR60742                                           ","335                                               ","2022-09-18","P4                                                ","12000","2","24000","7                                                 ","29","Male                ","4.74","Single                                            ","Potato Chip                                       ","12000","Buana Indah                                       ","3.316694","114.590111"
"TR64402                                           ","306                                               ","2022-09-18","P3                                                ","7500","1","7500","7                                                 ","49","Female              ","16.52","Married                                           ","Crackers                                          ","7500","Buana Indah                                       ","3.316694","114.590111"
"TR66552                                           ","218                                               ","2022-09-18","P4                                                ","12000","1","12000","3                                                 ","29","Female              ","3.52","Married                                           ","Potato Chip                                       ","12000","Prima Kota                                        ","-7.797068","110.370529"
"TR8136                                            ","10                                                ","2022-09-18","P7                                                ","9400","5","47000","13                                                ","34","Male                ","4","Not Mentioned                                     ","Coffee Candy                                      ","9400","Buana                                             ","-1.26916","116.825264"
"TR92092                                           ","193                                               ","2022-09-18","P5                                                ","4200","3","12600","1                                                 ","42","Female              ","20.64","Married                                           ","Thai Tea                                          ","4200","Prima Tendean                                     ","-6.2","106.816666"
"TR15604                                           ","12                                                ","2022-09-19","P9                                                ","10000","1","10000","13                                                ","2","Male                ","4.94","Married                                           ","Yoghurt                                           ","10000","Buana                                             ","-1.26916","116.825264"
"TR21096                                           ","22                                                ","2022-09-19","P9                                                ","10000","1","10000","14                                                ","34","Female              ","9.91","Single                                            ","Yoghurt                                           ","10000","Priangan                                          ","-5.45","105.26667"
"TR39034                                           ","129                                               ","2022-09-19","P7                                                ","9400","6","56400","10                                                ","35","Male                ","10.46","Single                                            ","Coffee Candy                                      ","9400","Harapan Baru                                      ","3.597031","98.678513"
"TR43892                                           ","3                                                 ","2022-09-19","P7                                                ","9400","3","28200","14                                                ","32","Male                ","9.17","Married                                           ","Coffee Candy                                      ","9400","Priangan                                          ","-5.45","105.26667"
"TR48732                                           ","89                                                ","2022-09-19","P5                                                ","4200","4","16800","5                                                 ","32","Female              ","9.68","Married                                           ","Thai Tea                                          ","4200","Bonafid                                           ","-7.250445","112.768845"
"TR49201                                           ","233                                               ","2022-09-19","P9                                                ","10000","3","30000","12                                                ","43","Male                ","5.69","Married                                           ","Yoghurt                                           ","10000","Prestasi Utama                                    ","-2.990934","104.756554"
"TR65977                                           ","404                                               ","2022-09-19","P5                                                ","4200","3","12600","9                                                 ","22","Female              ","2.69","Single                                            ","Thai Tea                                          ","4200","Lingga                                            ","-3.654703","128.190643"
"TR71150                                           ","115                                               ","2022-09-19","P10                                               ","15000","1","15000","10                                                ","39","Female              ","5.7","Married                                           ","Cheese Stick                                      ","15000","Harapan Baru                                      ","3.597031","98.678513"
"TR71291                                           ","148                                               ","2022-09-19","P7                                                ","9400","6","56400","3                                                 ","45","Female              ","19.68","Married                                           ","Coffee Candy                                      ","9400","Prima Kota                                        ","-7.797068","110.370529"
"TR71882                                           ","399                                               ","2022-09-19","P5                                                ","4200","2","8400","2                                                 ","52","Male                ","33.77","Single                                            ","Thai Tea                                          ","4200","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR75977                                           ","30                                                ","2022-09-19","P5                                                ","4200","3","12600","12                                                ","37","Male                ","2.26","Single                                            ","Thai Tea                                          ","4200","Prestasi Utama                                    ","-2.990934","104.756554"
"TR89812                                           ","329                                               ","2022-09-19","P10                                               ","15000","1","15000","7                                                 ","19","Male                ","0","Single                                            ","Cheese Stick                                      ","15000","Buana Indah                                       ","3.316694","114.590111"
"TR14954                                           ","263                                               ","2022-09-20","P4                                                ","12000","1","12000","6                                                 ","40","Male                ","10.21","Married                                           ","Potato Chip                                       ","12000","Lingga                                            ","-5.135399","119.42379"
"TR21487                                           ","124                                               ","2022-09-20","P9                                                ","10000","3","30000","10                                                ","28","Female              ","5.12","Single                                            ","Yoghurt                                           ","10000","Harapan Baru                                      ","3.597031","98.678513"
"TR28011                                           ","409                                               ","2022-09-20","P9                                                ","10000","3","30000","5                                                 ","47","Female              ","28.23","Married                                           ","Yoghurt                                           ","10000","Bonafid                                           ","-7.250445","112.768845"
"TR30599                                           ","212                                               ","2022-09-20","P2                                                ","3200","4","12800","14                                                ","36","Female              ","7.96","Married                                           ","Ginger Candy                                      ","3200","Priangan                                          ","-5.45","105.26667"
"TR31610                                           ","297                                               ","2022-09-20","P8                                                ","16000","1","16000","9                                                 ","41","Male                ","12.13","Married                                           ","Oat                                               ","16000","Lingga                                            ","-3.654703","128.190643"
"TR4679                                            ","400                                               ","2022-09-20","P7                                                ","9400","4","37600","11                                                ","23","Male                ","2.79","Single                                            ","Coffee Candy                                      ","9400","Sinar Harapan                                     ","0.533505","101.447403"
"TR4760                                            ","434                                               ","2022-09-20","P7                                                ","9400","6","56400","10                                                ","37","Female              ","9.33","Married                                           ","Coffee Candy                                      ","9400","Harapan Baru                                      ","3.597031","98.678513"
"TR51463                                           ","269                                               ","2022-09-20","P5                                                ","4200","2","8400","13                                                ","39","Male                ","6.3","Married                                           ","Thai Tea                                          ","4200","Buana                                             ","-1.26916","116.825264"
"TR58558                                           ","217                                               ","2022-09-20","P10                                               ","15000","3","45000","2                                                 ","39","Male                ","6.96","Single                                            ","Cheese Stick                                      ","15000","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR76975                                           ","108                                               ","2022-09-20","P4                                                ","12000","3","36000","8                                                 ","25","Female              ","6.87","Single                                            ","Potato Chip                                       ","12000","Sinar Harapan                                     ","5.54829","95.323753"
"TR89820                                           ","83                                                ","2022-09-20","P2                                                ","3200","3","9600","6                                                 ","34","Male                ","10.88","Married                                           ","Ginger Candy                                      ","3200","Lingga                                            ","-5.135399","119.42379"
"TR95626                                           ","264                                               ","2022-09-20","P10                                               ","15000","5","75000","7                                                 ","21","Male                ","1.12","Single                                            ","Cheese Stick                                      ","15000","Buana Indah                                       ","3.316694","114.590111"
"TR11955                                           ","247                                               ","2022-09-21","P10                                               ","15000","3","45000","7                                                 ","33","Male                ","8.11","Married                                           ","Cheese Stick                                      ","15000","Buana Indah                                       ","3.316694","114.590111"
"TR14327                                           ","47                                                ","2022-09-21","P10                                               ","15000","1","15000","6                                                 ","35","Male                ","9.56","Married                                           ","Cheese Stick                                      ","15000","Lingga                                            ","-5.135399","119.42379"
"TR19515                                           ","10                                                ","2022-09-21","P10                                               ","15000","4","60000","7                                                 ","34","Male                ","4","Not Mentioned                                     ","Cheese Stick                                      ","15000","Buana Indah                                       ","3.316694","114.590111"
"TR2148                                            ","93                                                ","2022-09-21","P4                                                ","12000","1","12000","2                                                 ","32","Female              ","4.85","Married                                           ","Potato Chip                                       ","12000","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR22263                                           ","227                                               ","2022-09-21","P4                                                ","12000","1","12000","14                                                ","33","Female              ","7.72","Married                                           ","Potato Chip                                       ","12000","Priangan                                          ","-5.45","105.26667"
"TR2321                                            ","206                                               ","2022-09-21","P2                                                ","3200","5","16000","3                                                 ","68","Female              ","8.3","Married                                           ","Ginger Candy                                      ","3200","Prima Kota                                        ","-7.797068","110.370529"
"TR26678                                           ","272                                               ","2022-09-21","P6                                                ","18000","2","36000","4                                                 ","60","Female              ","4.5","Married                                           ","Cashew                                            ","18000","Gita Ginara                                       ","-6.966667","110.416664"
"TR69629                                           ","326                                               ","2022-09-21","P10                                               ","15000","5","75000","8                                                 ","24","Male                ","2.69","Single                                            ","Cheese Stick                                      ","15000","Sinar Harapan                                     ","5.54829","95.323753"
"TR73769                                           ","52                                                ","2022-09-21","P5                                                ","4200","4","16800","13                                                ","37","Female              ","3.73","Married                                           ","Thai Tea                                          ","4200","Buana                                             ","-1.26916","116.825264"
"TR7917                                            ","386                                               ","2022-09-21","P5                                                ","4200","3","12600","12                                                ","33","Female              ","6.95","Married                                           ","Thai Tea                                          ","4200","Prestasi Utama                                    ","-2.990934","104.756554"
"TR8324                                            ","117                                               ","2022-09-21","P8                                                ","16000","3","48000","6                                                 ","45","Male                ","12.55","Married                                           ","Oat                                               ","16000","Lingga                                            ","-5.135399","119.42379"
"TR86108                                           ","319                                               ","2022-09-21","P2                                                ","3200","3","9600","13                                                ","39","Female              ","8.82","Married                                           ","Ginger Candy                                      ","3200","Buana                                             ","-1.26916","116.825264"
"TR93904                                           ","277                                               ","2022-09-21","P1                                                ","8800","7","61600","2                                                 ","60","Male                ","9.38","Married                                           ","Choco Bar                                         ","8800","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR95097                                           ","89                                                ","2022-09-21","P7                                                ","9400","5","47000","6                                                 ","32","Female              ","9.68","Married                                           ","Coffee Candy                                      ","9400","Lingga                                            ","-5.135399","119.42379"
"TR12880                                           ","118                                               ","2022-09-22","P10                                               ","15000","4","60000","13                                                ","20","Male                ","3.28","Single                                            ","Cheese Stick                                      ","15000","Buana                                             ","-1.26916","116.825264"
"TR17032                                           ","319                                               ","2022-09-22","P2                                                ","3200","6","19200","9                                                 ","39","Female              ","8.82","Married                                           ","Ginger Candy                                      ","3200","Lingga                                            ","-3.654703","128.190643"
"TR18313                                           ","84                                                ","2022-09-22","P4                                                ","12000","2","24000","2                                                 ","54","Female              ","18.12","Married                                           ","Potato Chip                                       ","12000","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR23375                                           ","318                                               ","2022-09-22","P4                                                ","12000","1","12000","4                                                 ","18","Female              ","3.64","Single                                            ","Potato Chip                                       ","12000","Gita Ginara                                       ","-6.966667","110.416664"
"TR23670                                           ","121                                               ","2022-09-22","P7                                                ","9400","4","37600","2                                                 ","26","Female              ","2.93","Single                                            ","Coffee Candy                                      ","9400","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR34541                                           ","39                                                ","2022-09-22","P9                                                ","10000","6","60000","5                                                 ","66","Male                ","6.19","Married                                           ","Yoghurt                                           ","10000","Bonafid                                           ","-7.250445","112.768845"
"TR34739                                           ","183                                               ","2022-09-22","P8                                                ","16000","1","16000","7                                                 ","27","Male                ","0.18","Single                                            ","Oat                                               ","16000","Buana Indah                                       ","3.316694","114.590111"
"TR38535                                           ","106                                               ","2022-09-22","P9                                                ","10000","1","10000","7                                                 ","24","Female              ","6.79","Single                                            ","Yoghurt                                           ","10000","Buana Indah                                       ","3.316694","114.590111"
"TR46561                                           ","10                                                ","2022-09-22","P1                                                ","8800","3","26400","10                                                ","34","Male                ","4","Not Mentioned                                     ","Choco Bar                                         ","8800","Harapan Baru                                      ","3.597031","98.678513"
"TR50652                                           ","341                                               ","2022-09-22","P5                                                ","4200","5","21000","11                                                ","43","Male                ","3.24","Married                                           ","Thai Tea                                          ","4200","Sinar Harapan                                     ","0.533505","101.447403"
"TR51947                                           ","3                                                 ","2022-09-22","P3                                                ","7500","4","30000","14                                                ","32","Male                ","9.17","Married                                           ","Crackers                                          ","7500","Priangan                                          ","-5.45","105.26667"
"TR68792                                           ","184                                               ","2022-09-22","P8                                                ","16000","3","48000","12                                                ","33","Female              ","13.93","Single                                            ","Oat                                               ","16000","Prestasi Utama                                    ","-2.990934","104.756554"
"TR7513                                            ","119                                               ","2022-09-22","P9                                                ","10000","7","70000","5                                                 ","26","Male                ","5.54","Single                                            ","Yoghurt                                           ","10000","Bonafid                                           ","-7.250445","112.768845"
"TR78858                                           ","443                                               ","2022-09-22","P5                                                ","4200","5","21000","13                                                ","33","Male                ","9.28","Not Mentioned                                     ","Thai Tea                                          ","4200","Buana                                             ","-1.26916","116.825264"
"TR8341                                            ","135                                               ","2022-09-22","P3                                                ","7500","4","30000","1                                                 ","41","Female              ","3.28","Married                                           ","Crackers                                          ","7500","Prima Tendean                                     ","-6.2","106.816666"
"TR85192                                           ","214                                               ","2022-09-22","P5                                                ","4200","3","12600","5                                                 ","52","Female              ","13.14","Married                                           ","Thai Tea                                          ","4200","Bonafid                                           ","-7.250445","112.768845"
"TR11210                                           ","84                                                ","2022-09-23","P2                                                ","3200","4","12800","13                                                ","54","Female              ","18.12","Married                                           ","Ginger Candy                                      ","3200","Buana                                             ","-1.26916","116.825264"
"TR17339                                           ","138                                               ","2022-09-23","P5                                                ","4200","4","16800","8                                                 ","37","Male                ","8.96","Married                                           ","Thai Tea                                          ","4200","Sinar Harapan                                     ","5.54829","95.323753"
"TR262                                             ","87                                                ","2022-09-23","P8                                                ","16000","3","48000","12                                                ","44","Male                ","9.57","Married                                           ","Oat                                               ","16000","Prestasi Utama                                    ","-2.990934","104.756554"
"TR27281                                           ","429                                               ","2022-09-23","P2                                                ","3200","5","16000","8                                                 ","37","Male                ","8.97","Married                                           ","Ginger Candy                                      ","3200","Sinar Harapan                                     ","5.54829","95.323753"
"TR3228                                            ","308                                               ","2022-09-23","P8                                                ","16000","1","16000","8                                                 ","45","Female              ","10.72","Married                                           ","Oat                                               ","16000","Sinar Harapan                                     ","5.54829","95.323753"
"TR39419                                           ","299                                               ","2022-09-23","P9                                                ","10000","2","20000","5                                                 ","37","Male                ","4.54","Married                                           ","Yoghurt                                           ","10000","Bonafid                                           ","-7.250445","112.768845"
"TR4124                                            ","426                                               ","2022-09-23","P5                                                ","4200","4","16800","4                                                 ","19","Female              ","2.16","Single                                            ","Thai Tea                                          ","4200","Gita Ginara                                       ","-6.966667","110.416664"
"TR42911                                           ","317                                               ","2022-09-23","P1                                                ","8800","5","44000","11                                                ","55","Female              ","13.89","Married                                           ","Choco Bar                                         ","8800","Sinar Harapan                                     ","0.533505","101.447403"
"TR44263                                           ","102                                               ","2022-09-23","P2                                                ","3200","7","22400","14                                                ","39","Female              ","6.44","Married                                           ","Ginger Candy                                      ","3200","Priangan                                          ","-5.45","105.26667"
"TR50573                                           ","178                                               ","2022-09-23","P10                                               ","15000","2","30000","2                                                 ","43","Female              ","9.58","Married                                           ","Cheese Stick                                      ","15000","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR79963                                           ","347                                               ","2022-09-23","P8                                                ","16000","1","16000","10                                                ","26","Male                ","3.69","Single                                            ","Oat                                               ","16000","Harapan Baru                                      ","3.597031","98.678513"
"TR8043                                            ","23                                                ","2022-09-23","P7                                                ","9400","5","47000","3                                                 ","57","Male                ","12.56","Married                                           ","Coffee Candy                                      ","9400","Prima Kota                                        ","-7.797068","110.370529"
"TR83980                                           ","167                                               ","2022-09-23","P3                                                ","7500","4","30000","13                                                ","28","Male                ","2.91","Married                                           ","Crackers                                          ","7500","Buana                                             ","-1.26916","116.825264"
"TR84968                                           ","43                                                ","2022-09-23","P10                                               ","15000","5","75000","8                                                 ","53","Female              ","16.64","Married                                           ","Cheese Stick                                      ","15000","Sinar Harapan                                     ","5.54829","95.323753"
"TR90164                                           ","376                                               ","2022-09-23","P3                                                ","7500","5","37500","13                                                ","44","Female              ","14.65","Married                                           ","Crackers                                          ","7500","Buana                                             ","-1.26916","116.825264"
"TR90332                                           ","250                                               ","2022-09-23","P10                                               ","15000","2","30000","4                                                 ","30","Male                ","3.96","Married                                           ","Cheese Stick                                      ","15000","Gita Ginara                                       ","-6.966667","110.416664"
"TR20477                                           ","21                                                ","2022-09-24","P4                                                ","12000","2","24000","13                                                ","52","Female              ","12.72","Married                                           ","Potato Chip                                       ","12000","Buana                                             ","-1.26916","116.825264"
"TR28562                                           ","6                                                 ","2022-09-24","P6                                                ","18000","4","72000","10                                                ","23","Female              ","2.33","Married                                           ","Cashew                                            ","18000","Harapan Baru                                      ","3.597031","98.678513"
"TR29254                                           ","433                                               ","2022-09-24","P1                                                ","8800","4","35200","6                                                 ","48","Male                ","11.97","Married                                           ","Choco Bar                                         ","8800","Lingga                                            ","-5.135399","119.42379"
"TR32298                                           ","150                                               ","2022-09-24","P1                                                ","8800","8","70400","4                                                 ","61","Male                ","8.56","Married                                           ","Choco Bar                                         ","8800","Gita Ginara                                       ","-6.966667","110.416664"
"TR34291                                           ","96                                                ","2022-09-24","P4                                                ","12000","5","60000","1                                                 ","55","Female              ","13.67","Married                                           ","Potato Chip                                       ","12000","Prima Tendean                                     ","-6.2","106.816666"
"TR37271                                           ","366                                               ","2022-09-24","P2                                                ","3200","4","12800","3                                                 ","18","Female              ","0","Single                                            ","Ginger Candy                                      ","3200","Prima Kota                                        ","-7.797068","110.370529"
"TR38922                                           ","215                                               ","2022-09-24","P8                                                ","16000","3","48000","9                                                 ","25","Female              ","5.54","Single                                            ","Oat                                               ","16000","Lingga                                            ","-3.654703","128.190643"
"TR4318                                            ","234                                               ","2022-09-24","P1                                                ","8800","5","44000","11                                                ","61","Male                ","10.86","Married                                           ","Choco Bar                                         ","8800","Sinar Harapan                                     ","0.533505","101.447403"
"TR47862                                           ","184                                               ","2022-09-24","P10                                               ","15000","2","30000","6                                                 ","33","Female              ","13.93","Single                                            ","Cheese Stick                                      ","15000","Lingga                                            ","-5.135399","119.42379"
"TR52481                                           ","408                                               ","2022-09-24","P7                                                ","9400","6","56400","2                                                 ","34","Male                ","9.45","Married                                           ","Coffee Candy                                      ","9400","Prima Kelapa Dua                                  ","-6.914864","107.608238"
"TR59024                                           ","390                                               ","2022-09-24","P10                                               ","15000","3","45000","13                                                ","20","Male                ","3.7","Single                                            ","Cheese Stick                                      ","15000","Buana                                             ","-1.26916","116.825264"
"TR64151                                           ","424                                               ","2022-09-24","P1                                                ","8800","3","26400","11                                                ","38","Female              ","10.6","Married                                           ","Choco Bar                                         ","8800","Sinar Harapan                                     ","0.533505","101.447403"
"TR69045                                           ","33                                                ","2022-09-24","P3                                                ","7500","5","37500","1                                                 ","53","Female              ","17.11","Married                                           ","Crackers                                          ","7500","Prima Tendean                                     ","-6.2","106.816666"
"TR70098                                           ","23                                                ","2022-09-24","P5                                                ","4200","3","12600","1                                                 ","57","Male                ","12.56","Married                                           ","Thai Tea                                          ","4200","Prima Tendean                                     ","-6.2","106.816666"
"TR70377                                           ","228                                               ","2022-09-24","P3                                                ","7500","1","7500","7                                                 ","46","Female              ","11.31","Married                                           ","Crackers                                          ","7500","Buana Indah                                       ","3.316694","114.590111"
"TR71416                                           ","188                                               ","2022-09-24","P5                                                ","4200","5","21000","5                                                 ","46","Male                ","25.22","Married                                           ","Thai Tea                                          ","4200","Bonafid                                           ","-7.250445","112.768845"
"TR72938                                           ","342                                               ","2022-09-24","P5                                                ","4200","3","12600","10                                                ","48","Male                ","13.55","Married                                           ","Thai Tea                                          ","4200","Harapan Baru                                      ","3.597031","98.678513"
"TR74985                                           ","123                                               ","2022-09-24","P7                                                ","9400","4","37600","9                                                 ","34","Female              ","4.36","Married                                           ","Coffee Candy                                      ","9400","Lingga                                            ","-3.654703","128.190643"
"TR75221                                           ","63                                                ","2022-09-24","P7                                                ","9400","5","47000","7                                                 ","58","Female              ","10.78","Married                                           ","Coffee Candy                                      ","9400","Buana Indah                                       ","3.316694","114.590111"
"TR77951                                           ","47                                                ","2022-09-24","P1                                                ","8800","9","79200","12                                                ","35","Male                ","9.56","Married                                           ","Choco Bar                                         ","8800","Prestasi Utama                                    ","-2.990934","104.756554"
